title,title_key,category,upc,rating_stars,price_listing_gbp,price_excl_tax_gbp,price_incl_tax_gbp,tax_gbp,stock_count,in_stock,review_count,description_words,detail_url
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",the art of simple food notes lessons and recipes from a delicious revolution,Food and Drink,311634df10651e05,3,34.32,34.32,34.32,0.0,3,True,0,230,https://books.toscrape.com/catalogue/the-art-of-simple-food-notes-lessons-and-recipes-from-a-delicious-revolution_229/index.html
The Art of Fielding,the art of fielding,Fiction,2858ac90c4758e1f,1,22.1,22.1,22.1,0.0,3,True,0,247,https://books.toscrape.com/catalogue/the-art-of-fielding_228/index.html
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",surely you re joking mr feynman adventures of a curious character,Science,61002f3b7ba5d780,2,25.83,25.83,25.83,0.0,3,True,0,146,https://books.toscrape.com/catalogue/surely-youre-joking-mr-feynman-adventures-of-a-curious-character_227/index.html
Stiff: The Curious Lives of Human Cadavers,stiff the curious lives of human cadavers,Nonfiction,a11ae5f07572ef49,3,36.74,36.74,36.74,0.0,3,True,0,119,https://books.toscrape.com/catalogue/stiff-the-curious-lives-of-human-cadavers_226/index.html
Spilled Milk: Based on a True Story,spilled milk based on a true story,Nonfiction,f08667e4c0458f37,1,49.51,49.51,49.51,0.0,3,True,0,186,https://books.toscrape.com/catalogue/spilled-milk-based-on-a-true-story_225/index.html
Something Borrowed (Darcy & Rachel #1),something borrowed darcy rachel 1,Womens Fiction,ac27ab4bcd9c492e,5,48.96,48.96,48.96,0.0,3,True,0,204,https://books.toscrape.com/catalogue/something-borrowed-darcy-rachel-1_224/index.html
Something Blue (Darcy & Rachel #2),something blue darcy rachel 2,Womens Fiction,3fc9d51d1c4d6ba7,1,54.62,54.62,54.62,0.0,3,True,0,171,https://books.toscrape.com/catalogue/something-blue-darcy-rachel-2_223/index.html
Soldier (Talon #3),soldier talon 3,Fantasy,feaaae90514eb2ac,2,24.72,24.72,24.72,0.0,3,True,0,196,https://books.toscrape.com/catalogue/soldier-talon-3_222/index.html
Shopaholic & Baby (Shopaholic #5),shopaholic baby shopaholic 5,Default,c57d3c96af23c297,2,46.45,46.45,46.45,0.0,3,True,0,143,https://books.toscrape.com/catalogue/shopaholic-baby-shopaholic-5_221/index.html
Seven Days in the Art World,seven days in the art world,Add a comment,07806456878931bc,2,52.33,52.33,52.33,0.0,3,True,0,237,https://books.toscrape.com/catalogue/seven-days-in-the-art-world_220/index.html
Seven Brief Lessons on Physics,seven brief lessons on physics,Science,281a244ce1954711,4,30.6,30.6,30.6,0.0,3,True,0,207,https://books.toscrape.com/catalogue/seven-brief-lessons-on-physics_219/index.html
Scarlet (The Lunar Chronicles #2),scarlet the lunar chronicles 2,Young Adult,510832818edb6fbc,4,14.57,14.57,14.57,0.0,3,True,0,203,https://books.toscrape.com/catalogue/scarlet-the-lunar-chronicles-2_218/index.html
Sarah's Key,sarah s key,Add a comment,5b2cd5b31a510848,1,46.29,46.29,46.29,0.0,3,True,0,200,https://books.toscrape.com/catalogue/sarahs-key_217/index.html
"Saga, Volume 3 (Saga (Collected Editions) #3)",saga volume 3 saga collected editions 3,Sequential Art,7b870bf85d01c2dc,5,21.57,21.57,21.57,0.0,3,True,0,138,https://books.toscrape.com/catalogue/saga-volume-3-saga-collected-editions-3_216/index.html
Running with Scissors,running with scissors,Autobiography,28921443f052bea6,4,12.91,12.91,12.91,0.0,3,True,0,204,https://books.toscrape.com/catalogue/running-with-scissors_215/index.html
Rogue Lawyer (Rogue Lawyer #1),rogue lawyer rogue lawyer 1,Add a comment,b4f5672f68ec3a83,3,50.11,50.11,50.11,0.0,3,True,0,301,https://books.toscrape.com/catalogue/rogue-lawyer-rogue-lawyer-1_214/index.html
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",rise of the rocket girls the women who propelled us from missiles to the moon to mars,Nonfiction,89cad3f37c9ce226,4,41.67,41.67,41.67,0.0,3,True,0,201,https://books.toscrape.com/catalogue/rise-of-the-rocket-girls-the-women-who-propelled-us-from-missiles-to-the-moon-to-mars_213/index.html
Rework,rework,Business,8e9dd8431170c09e,2,44.88,44.88,44.88,0.0,3,True,0,275,https://books.toscrape.com/catalogue/rework_212/index.html
Reservations for Two,reservations for two,Romance,ecdf73ee66c33b17,3,11.1,11.1,11.1,0.0,3,True,0,222,https://books.toscrape.com/catalogue/reservations-for-two_211/index.html
Red: The True Story of Red Riding Hood,red the true story of red riding hood,Childrens,4c8ece50736f9e88,3,28.54,28.54,28.54,0.0,3,True,0,249,https://books.toscrape.com/catalogue/red-the-true-story-of-red-riding-hood_210/index.html
Ready Player One,ready player one,Science Fiction,2ef5dc7e278e562a,4,19.07,19.07,19.07,0.0,3,True,0,183,https://books.toscrape.com/catalogue/ready-player-one_209/index.html
Quiet: The Power of Introverts in a World That Can't Stop Talking,quiet the power of introverts in a world that can t stop talking,Default,3c565df219ba3274,1,43.55,43.55,43.55,0.0,3,True,0,346,https://books.toscrape.com/catalogue/quiet-the-power-of-introverts-in-a-world-that-cant-stop-talking_208/index.html
Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),prodigy the graphic novel legend the graphic novel 2,Sequential Art,9707989a439757b4,3,43.63,43.63,43.63,0.0,3,True,0,218,https://books.toscrape.com/catalogue/prodigy-the-graphic-novel-legend-the-graphic-novel-2_207/index.html
Persepolis: The Story of a Childhood (Persepolis #1-2),persepolis the story of a childhood persepolis 1 2,Sequential Art,cb62418129b864a3,1,39.13,39.13,39.13,0.0,3,True,0,287,https://books.toscrape.com/catalogue/persepolis-the-story-of-a-childhood-persepolis-1-2_206/index.html
Packing for Mars: The Curious Science of Life in the Void,packing for mars the curious science of life in the void,Default,8e2dfd6bcf48e1e6,2,56.68,56.68,56.68,0.0,3,True,0,248,https://books.toscrape.com/catalogue/packing-for-mars-the-curious-science-of-life-in-the-void_205/index.html
Outliers: The Story of Success,outliers the story of success,Nonfiction,09a7b0b566ad6225,1,14.16,14.16,14.16,0.0,3,True,0,171,https://books.toscrape.com/catalogue/outliers-the-story-of-success_204/index.html
Original Fake,original fake,Sequential Art,c59283b05905c853,3,31.45,31.45,31.45,0.0,3,True,0,235,https://books.toscrape.com/catalogue/original-fake_203/index.html
Orange Is the New Black,orange is the new black,Default,8378c899988905ee,2,24.61,24.61,24.61,0.0,3,True,0,223,https://books.toscrape.com/catalogue/orange-is-the-new-black_202/index.html
One for the Money (Stephanie Plum #1),one for the money stephanie plum 1,Default,3250650a5c4e6f07,2,32.87,32.87,32.87,0.0,3,True,0,54,https://books.toscrape.com/catalogue/one-for-the-money-stephanie-plum-1_201/index.html
Notes from a Small Island (Notes From a Small Island #1),notes from a small island notes from a small island 1,Nonfiction,cb65e49993db9a93,1,40.17,40.17,40.17,0.0,3,True,0,236,https://books.toscrape.com/catalogue/notes-from-a-small-island-notes-from-a-small-island-1_200/index.html
Night (The Night Trilogy #1),night the night trilogy 1,Nonfiction,c4d9fce9eff3b8ba,1,13.51,13.51,13.51,0.0,3,True,0,190,https://books.toscrape.com/catalogue/night-the-night-trilogy-1_199/index.html
Neither Here nor There: Travels in Europe,neither here nor there travels in europe,Travel,747cf7fca2ccdbd4,3,38.95,38.95,38.95,0.0,3,True,0,210,https://books.toscrape.com/catalogue/neither-here-nor-there-travels-in-europe_198/index.html
Naked,naked,Humor,54aeeb4610d3ae08,3,31.69,31.69,31.69,0.0,3,True,0,162,https://books.toscrape.com/catalogue/naked_197/index.html
Morning Star (Red Rising #3),morning star red rising 3,Default,7ce5a92baabb6bc0,1,29.4,29.4,29.4,0.0,3,True,0,202,https://books.toscrape.com/catalogue/morning-star-red-rising-3_196/index.html
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",miracles from heaven a little girl her journey to heaven and her amazing story of healing,Nonfiction,7980fa06f2b704d8,1,57.83,57.83,57.83,0.0,3,True,0,225,https://books.toscrape.com/catalogue/miracles-from-heaven-a-little-girl-her-journey-to-heaven-and-her-amazing-story-of-healing_195/index.html
Midnight Riot (Peter Grant/ Rivers of London - books #1),midnight riot peter grant rivers of london books 1,Fantasy,e9056f9b5a40a301,2,55.46,55.46,55.46,0.0,3,True,0,192,https://books.toscrape.com/catalogue/midnight-riot-peter-grant-rivers-of-london-books-1_194/index.html
Me Talk Pretty One Day,me talk pretty one day,Autobiography,abc4a7ee16c21088,2,57.6,57.6,57.6,0.0,3,True,0,156,https://books.toscrape.com/catalogue/me-talk-pretty-one-day_193/index.html
Manuscript Found in Accra,manuscript found in accra,Add a comment,546da23278482b0a,2,34.98,34.98,34.98,0.0,3,True,0,434,https://books.toscrape.com/catalogue/manuscript-found-in-accra_192/index.html
Lust & Wonder,lust wonder,Autobiography,0dcadb06206abd3c,2,11.87,11.87,11.87,0.0,3,True,0,158,https://books.toscrape.com/catalogue/lust-wonder_191/index.html
Lila (Gilead #3),lila gilead 3,Fiction,4ef75307fb64e2ad,3,12.47,12.47,12.47,0.0,3,True,0,294,https://books.toscrape.com/catalogue/lila-gilead-3_190/index.html
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",life the universe and everything hitchhiker s guide to the galaxy 3,Science Fiction,4b3f4f151c99f472,2,33.26,33.26,33.26,0.0,3,True,0,226,https://books.toscrape.com/catalogue/life-the-universe-and-everything-hitchhikers-guide-to-the-galaxy-3_189/index.html
Life Without a Recipe,life without a recipe,Autobiography,c53d9fefcda371e9,5,59.04,59.04,59.04,0.0,3,True,0,311,https://books.toscrape.com/catalogue/life-without-a-recipe_188/index.html
Life After Life,life after life,Default,4ec53ff7e2263f32,2,26.13,26.13,26.13,0.0,3,True,0,203,https://books.toscrape.com/catalogue/life-after-life_187/index.html
Letter to a Christian Nation,letter to a christian nation,Nonfiction,1de75f05d57bfc10,1,22.2,22.2,22.2,0.0,3,True,0,155,https://books.toscrape.com/catalogue/letter-to-a-christian-nation_186/index.html
Let's Pretend This Never Happened: A Mostly True Memoir,let s pretend this never happened a mostly true memoir,Nonfiction,1246e4ffeb5ac4ea,1,45.11,45.11,45.11,0.0,3,True,0,194,https://books.toscrape.com/catalogue/lets-pretend-this-never-happened-a-mostly-true-memoir_185/index.html
Legend (Legend #1),legend legend 1,Young Adult,0ce8075fab4a2b5b,4,43.69,43.69,43.69,0.0,3,True,0,224,https://books.toscrape.com/catalogue/legend-legend-1_184/index.html
"Lean In: Women, Work, and the Will to Lead",lean in women work and the will to lead,Default,d5e1a9bfe22bbf9f,1,25.02,25.02,25.02,0.0,3,True,0,273,https://books.toscrape.com/catalogue/lean-in-women-work-and-the-will-to-lead_183/index.html
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",lamb the gospel according to biff christ s childhood pal,Humor,190fbebbf798c31a,5,55.5,55.5,55.5,0.0,3,True,0,209,https://books.toscrape.com/catalogue/lamb-the-gospel-according-to-biff-christs-childhood-pal_182/index.html
Lady Renegades (Rebel Belle #3),lady renegades rebel belle 3,Young Adult,16e843e6b853cc2f,5,53.04,53.04,53.04,0.0,3,True,0,168,https://books.toscrape.com/catalogue/lady-renegades-rebel-belle-3_181/index.html
Jurassic Park (Jurassic Park #1),jurassic park jurassic park 1,Fiction,a0dd11f6abc421ec,1,44.97,44.97,44.97,0.0,3,True,0,150,https://books.toscrape.com/catalogue/jurassic-park-jurassic-park-1_180/index.html
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,it s never too late to begin again discovering creativity and meaning at midlife and beyond,Nonfiction,d4a29356fc992879,1,42.38,42.38,42.38,0.0,3,True,0,373,https://books.toscrape.com/catalogue/its-never-too-late-to-begin-again-discovering-creativity-and-meaning-at-midlife-and-beyond_179/index.html
Is Everyone Hanging Out Without Me? (And Other Concerns),is everyone hanging out without me and other concerns,Default,034829ffdd0a0aea,3,20.11,20.11,20.11,0.0,3,True,0,289,https://books.toscrape.com/catalogue/is-everyone-hanging-out-without-me-and-other-concerns_178/index.html
Into the Wild,into the wild,Nonfiction,a7c3f1010d64799a,5,56.7,56.7,56.7,0.0,3,True,0,256,https://books.toscrape.com/catalogue/into-the-wild_177/index.html
Inferno (Robert Langdon #4),inferno robert langdon 4,Fiction,6c4646d90b60a56c,5,41.0,41.0,41.0,0.0,3,True,0,186,https://books.toscrape.com/catalogue/inferno-robert-langdon-4_176/index.html
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",in the garden of beasts love terror and an american family in hitler s berlin,Nonfiction,d8292cd5f1aca291,3,28.85,28.85,28.85,0.0,3,True,0,328,https://books.toscrape.com/catalogue/in-the-garden-of-beasts-love-terror-and-an-american-family-in-hitlers-berlin_175/index.html
If I Run (If I Run #1),if i run if i run 1,Christian Fiction,61569d12d4ae7161,4,49.97,49.97,49.97,0.0,3,True,0,244,https://books.toscrape.com/catalogue/if-i-run-if-i-run-1_174/index.html
I've Got Your Number,i ve got your number,Womens Fiction,6b32b561dab8036c,1,19.69,19.69,19.69,0.0,3,True,0,298,https://books.toscrape.com/catalogue/ive-got-your-number_173/index.html
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,i am malala the girl who stood up for education and was shot by the taliban,Nonfiction,8010c7c148057fd3,2,28.88,28.88,28.88,0.0,3,True,0,273,https://books.toscrape.com/catalogue/i-am-malala-the-girl-who-stood-up-for-education-and-was-shot-by-the-taliban_172/index.html
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,hungry girl clean hungry easy all natural recipes for healthy eating in the real world,Food and Drink,6c4d17a46cac8787,3,33.14,33.14,33.14,0.0,3,True,0,205,https://books.toscrape.com/catalogue/hungry-girl-clean-hungry-easy-all-natural-recipes-for-healthy-eating-in-the-real-world_171/index.html
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",house of lost worlds dinosaurs dynasties and the story of life on earth,History,1812b8f5641287e3,2,43.7,43.7,43.7,0.0,3,True,0,243,https://books.toscrape.com/catalogue/house-of-lost-worlds-dinosaurs-dynasties-and-the-story-of-life-on-earth_170/index.html
House of Leaves,house of leaves,Horror,557c03c284be1bf2,1,54.89,54.89,54.89,0.0,3,True,0,297,https://books.toscrape.com/catalogue/house-of-leaves_169/index.html
Horrible Bear!,horrible bear,Childrens,cc1ac978a6835ef6,2,37.52,37.52,37.52,0.0,3,True,0,152,https://books.toscrape.com/catalogue/horrible-bear_168/index.html
Holidays on Ice,holidays on ice,Humor,0cb4856be3694a57,2,51.07,51.07,51.07,0.0,3,True,0,29,https://books.toscrape.com/catalogue/holidays-on-ice_167/index.html
Heir to the Sky,heir to the sky,Fantasy,b003f8bb02f76dc5,4,44.07,44.07,44.07,0.0,3,True,0,245,https://books.toscrape.com/catalogue/heir-to-the-sky_166/index.html
Green Eggs and Ham (Beginner Books B-16),green eggs and ham beginner books b 16,Childrens,621e2c310cec8d32,4,10.79,10.79,10.79,0.0,3,True,0,203,https://books.toscrape.com/catalogue/green-eggs-and-ham-beginner-books-b-16_165/index.html
"Grayson, Vol 3: Nemesis (Grayson #3)",grayson vol 3 nemesis grayson 3,Sequential Art,4f6985aca357ae09,1,42.72,42.72,42.72,0.0,3,True,0,144,https://books.toscrape.com/catalogue/grayson-vol-3-nemesis-grayson-3_164/index.html
Gratitude,gratitude,Nonfiction,c300cc9326592b65,5,26.66,26.66,26.66,0.0,3,True,0,188,https://books.toscrape.com/catalogue/gratitude_163/index.html
Gone Girl,gone girl,Default,d5c588b6f9c015e4,5,37.6,37.6,37.6,0.0,3,True,0,169,https://books.toscrape.com/catalogue/gone-girl_162/index.html
Golden (Heart of Dread #3),golden heart of dread 3,Young Adult,984b3b6e7479b571,4,42.21,42.21,42.21,0.0,3,True,0,191,https://books.toscrape.com/catalogue/golden-heart-of-dread-3_161/index.html
Girl in the Blue Coat,girl in the blue coat,Historical Fiction,41fc5dce044f16f5,2,46.83,46.83,46.83,0.0,3,True,0,237,https://books.toscrape.com/catalogue/girl-in-the-blue-coat_160/index.html
"Fruits Basket, Vol. 3 (Fruits Basket #3)",fruits basket vol 3 fruits basket 3,Sequential Art,d5f5a122a593b580,2,45.17,45.17,45.17,0.0,3,True,0,142,https://books.toscrape.com/catalogue/fruits-basket-vol-3-fruits-basket-3_159/index.html
"Friday Night Lights: A Town, a Team, and a Dream",friday night lights a town a team and a dream,Sports and Games,a9aa3ed5b316470b,3,51.22,51.22,51.22,0.0,3,True,0,228,https://books.toscrape.com/catalogue/friday-night-lights-a-town-a-team-and-a-dream_158/index.html
Fire Bound (Sea Haven/Sisters of the Heart #5),fire bound sea haven sisters of the heart 5,Add a comment,2ed3a794a70aa85f,4,21.28,21.28,21.28,0.0,3,True,0,242,https://books.toscrape.com/catalogue/fire-bound-sea-havensisters-of-the-heart-5_157/index.html
Fifty Shades Freed (Fifty Shades #3),fifty shades freed fifty shades 3,Adult Fiction,ed813a848580ba50,5,15.36,15.36,15.36,0.0,3,True,0,205,https://books.toscrape.com/catalogue/fifty-shades-freed-fifty-shades-3_156/index.html
Fellside,fellside,Default,147019cae600694e,1,38.62,38.62,38.62,0.0,3,True,0,149,https://books.toscrape.com/catalogue/fellside_155/index.html
Extreme Prey (Lucas Davenport #26),extreme prey lucas davenport 26,Mystery,588ba85ff11a3263,3,25.4,25.4,25.4,0.0,3,True,0,156,https://books.toscrape.com/catalogue/extreme-prey-lucas-davenport-26_154/index.html
Eragon (The Inheritance Cycle #1),eragon the inheritance cycle 1,Fantasy,b843f52a986a2914,3,43.87,43.87,43.87,0.0,3,True,0,209,https://books.toscrape.com/catalogue/eragon-the-inheritance-cycle-1_153/index.html
Eclipse (Twilight #3),eclipse twilight 3,Default,73f71f9556442117,1,18.74,18.74,18.74,0.0,3,True,0,253,https://books.toscrape.com/catalogue/eclipse-twilight-3_152/index.html
Dune (Dune #1),dune dune 1,Science Fiction,36d5884d44484277,1,54.86,54.86,54.86,0.0,3,True,0,196,https://books.toscrape.com/catalogue/dune-dune-1_151/index.html
Dracula,dracula,Default,a7ec599c1a547746,3,52.62,52.62,52.62,0.0,3,True,0,193,https://books.toscrape.com/catalogue/dracula_150/index.html
Do Androids Dream of Electric Sheep? (Blade Runner #1),do androids dream of electric sheep blade runner 1,Science Fiction,98330e431e56a9ea,1,51.48,51.48,51.48,0.0,3,True,0,171,https://books.toscrape.com/catalogue/do-androids-dream-of-electric-sheep-blade-runner-1_149/index.html
Disrupted: My Misadventure in the Start-Up Bubble,disrupted my misadventure in the start up bubble,Nonfiction,81372abc86f65c79,5,15.28,15.28,15.28,0.0,3,True,0,435,https://books.toscrape.com/catalogue/disrupted-my-misadventure-in-the-start-up-bubble_148/index.html
Dead Wake: The Last Crossing of the Lusitania,dead wake the last crossing of the lusitania,Default,04d858cdeeee0da4,5,39.24,39.24,39.24,0.0,3,True,0,381,https://books.toscrape.com/catalogue/dead-wake-the-last-crossing-of-the-lusitania_147/index.html
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",david and goliath underdogs misfits and the art of battling giants,Default,d234ddecef49ef4e,1,17.81,17.81,17.81,0.0,3,True,0,169,https://books.toscrape.com/catalogue/david-and-goliath-underdogs-misfits-and-the-art-of-battling-giants_146/index.html
Darkfever (Fever #1),darkfever fever 1,Fantasy,468bd274ac084bb9,1,56.02,56.02,56.02,0.0,3,True,0,165,https://books.toscrape.com/catalogue/darkfever-fever-1_145/index.html
Dark Places,dark places,Default,66937c669c4da072,5,23.9,23.9,23.9,0.0,3,True,0,186,https://books.toscrape.com/catalogue/dark-places_144/index.html
Crazy Rich Asians (Crazy Rich Asians #1),crazy rich asians crazy rich asians 1,Fiction,c9782ad2a0ed9331,5,49.13,49.13,49.13,0.0,3,True,0,296,https://books.toscrape.com/catalogue/crazy-rich-asians-crazy-rich-asians-1_143/index.html
Counting Thyme,counting thyme,Childrens,157f693d9e600ccc,1,10.62,10.62,10.62,0.0,3,True,0,257,https://books.toscrape.com/catalogue/counting-thyme_142/index.html
Cosmos,cosmos,Add a comment,dbe33cf29ef1623d,2,36.17,36.17,36.17,0.0,3,True,0,203,https://books.toscrape.com/catalogue/cosmos_141/index.html
Civilization and Its Discontents,civilization and its discontents,Psychology,396385e3de5d18c3,2,59.95,59.95,59.95,0.0,3,True,0,310,https://books.toscrape.com/catalogue/civilization-and-its-discontents_140/index.html
Cinder (The Lunar Chronicles #1),cinder the lunar chronicles 1,Young Adult,7e9579921e5407cb,1,26.09,26.09,26.09,0.0,3,True,0,173,https://books.toscrape.com/catalogue/cinder-the-lunar-chronicles-1_139/index.html
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,catastrophic happiness finding joy in childhood s messy years,Parenting,ef49db2aaa9bb547,2,37.35,37.35,37.35,0.0,3,True,0,211,https://books.toscrape.com/catalogue/catastrophic-happiness-finding-joy-in-childhoods-messy-years_138/index.html
Career of Evil (Cormoran Strike #3),career of evil cormoran strike 3,Mystery,b461cf238506c5b8,2,24.72,24.72,24.72,0.0,3,True,0,232,https://books.toscrape.com/catalogue/career-of-evil-cormoran-strike-3_137/index.html
Breaking Dawn (Twilight #4),breaking dawn twilight 4,Default,bbfc4a3b7b6c94a0,5,35.28,35.28,35.28,0.0,3,True,0,274,https://books.toscrape.com/catalogue/breaking-dawn-twilight-4_136/index.html
Brave Enough,brave enough,Nonfiction,fd2337c1b73b686e,5,51.32,51.32,51.32,0.0,3,True,0,258,https://books.toscrape.com/catalogue/brave-enough_135/index.html
Boy Meets Boy,boy meets boy,Young Adult,8e0bc2fe4e7d35b5,3,21.12,21.12,21.12,0.0,3,True,0,233,https://books.toscrape.com/catalogue/boy-meets-boy_134/index.html
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",born to run a hidden tribe superathletes and the greatest race the world has never seen,Nonfiction,e256de8aa0c2115f,2,27.35,27.35,27.35,0.0,3,True,0,377,https://books.toscrape.com/catalogue/born-to-run-a-hidden-tribe-superathletes-and-the-greatest-race-the-world-has-never-seen_133/index.html
Blink: The Power of Thinking Without Thinking,blink the power of thinking without thinking,Nonfiction,0bbc48294707ba96,5,21.74,21.74,21.74,0.0,3,True,0,389,https://books.toscrape.com/catalogue/blink-the-power-of-thinking-without-thinking_132/index.html
Black Flags: The Rise of ISIS,black flags the rise of isis,Nonfiction,860318b8e244f39c,1,40.87,40.87,40.87,0.0,3,True,0,349,https://books.toscrape.com/catalogue/black-flags-the-rise-of-isis_131/index.html
"Black Butler, Vol. 1 (Black Butler #1)",black butler vol 1 black butler 1,Sequential Art,15f415d436888b2d,1,49.31,49.31,49.31,0.0,3,True,0,65,https://books.toscrape.com/catalogue/black-butler-vol-1-black-butler-1_130/index.html
Big Little Lies,big little lies,Fiction,d3f9c4539c0caa64,1,22.11,22.11,22.11,0.0,3,True,0,302,https://books.toscrape.com/catalogue/big-little-lies_129/index.html
Between Shades of Gray,between shades of gray,Historical Fiction,155e42df837ee5ff,5,20.79,20.79,20.79,0.0,3,True,0,237,https://books.toscrape.com/catalogue/between-shades-of-gray_128/index.html
Best of My Love (Fool's Gold #20),best of my love fool s gold 20,Romance,67dea6c75d6a1075,2,27.41,27.41,27.41,0.0,3,True,0,252,https://books.toscrape.com/catalogue/best-of-my-love-fools-gold-20_127/index.html
Beowulf,beowulf,Classics,3fb69f34e178d494,2,38.35,38.35,38.35,0.0,3,True,0,197,https://books.toscrape.com/catalogue/beowulf_126/index.html
Beautiful Creatures (Caster Chronicles #1),beautiful creatures caster chronicles 1,Default,5439bae708bca198,5,21.55,21.55,21.55,0.0,3,True,0,175,https://books.toscrape.com/catalogue/beautiful-creatures-caster-chronicles-1_125/index.html
Awkward,awkward,Sequential Art,1d89a2aa9f6ce50f,2,38.02,38.02,38.02,0.0,3,True,0,217,https://books.toscrape.com/catalogue/awkward_124/index.html
Ash,ash,Fantasy,5d22e2a46604b6e7,4,22.06,22.06,22.06,0.0,3,True,0,237,https://books.toscrape.com/catalogue/ash_123/index.html
Are We There Yet?,are we there yet,Childrens,ef9c4f2465513956,3,10.66,10.66,10.66,0.0,3,True,0,195,https://books.toscrape.com/catalogue/are-we-there-yet_122/index.html
Are We Smart Enough to Know How Smart Animals Are?,are we smart enough to know how smart animals are,Nonfiction,da0349a87c8caa2f,1,56.58,56.58,56.58,0.0,3,True,0,349,https://books.toscrape.com/catalogue/are-we-smart-enough-to-know-how-smart-animals-are_121/index.html
Annie on My Mind,annie on my mind,Young Adult,7bf87402413c27ff,5,36.83,36.83,36.83,0.0,3,True,0,179,https://books.toscrape.com/catalogue/annie-on-my-mind_120/index.html
And Then There Were None,and then there were none,Classics,cfe350b20d23b02b,2,35.01,35.01,35.01,0.0,3,True,0,162,https://books.toscrape.com/catalogue/and-then-there-were-none_119/index.html
A Walk in the Woods: Rediscovering America on the Appalachian Trail,a walk in the woods rediscovering america on the appalachian trail,Nonfiction,bcee4f289ff6699c,4,30.48,30.48,30.48,0.0,3,True,0,171,https://books.toscrape.com/catalogue/a-walk-in-the-woods-rediscovering-america-on-the-appalachian-trail_118/index.html
A Visit from the Goon Squad,a visit from the goon squad,Default,5dbd6ec4e154ad2f,5,14.08,14.08,14.08,0.0,3,True,0,125,https://books.toscrape.com/catalogue/a-visit-from-the-goon-squad_117/index.html
A Storm of Swords (A Song of Ice and Fire #3),a storm of swords a song of ice and fire 3,Fantasy,87beabf664115d79,2,31.22,31.22,31.22,0.0,3,True,0,266,https://books.toscrape.com/catalogue/a-storm-of-swords-a-song-of-ice-and-fire-3_116/index.html
A Heartbreaking Work of Staggering Genius,a heartbreaking work of staggering genius,Autobiography,c9770bb1d5a492a0,5,54.29,54.29,54.29,0.0,3,True,0,523,https://books.toscrape.com/catalogue/a-heartbreaking-work-of-staggering-genius_115/index.html
8 Keys to Mental Health Through Exercise,8 keys to mental health through exercise,Psychology,f5873c8fc7760000,1,31.04,31.04,31.04,0.0,3,True,0,201,https://books.toscrape.com/catalogue/8-keys-to-mental-health-through-exercise_114/index.html
#GIRLBOSS,girlboss,Add a comment,165affa7adb5eded,1,50.96,50.96,50.96,0.0,3,True,0,240,https://books.toscrape.com/catalogue/girlboss_113/index.html
"The Suffragettes (Little Black Classics, #96)",the suffragettes little black classics 96,Nonfiction,d2185b65af52d68c,2,11.89,11.89,11.89,0.0,2,True,0,155,https://books.toscrape.com/catalogue/the-suffragettes-little-black-classics-96_112/index.html
The Sense of an Ending,the sense of an ending,Add a comment,4130678275eb7c8c,3,31.38,31.38,31.38,0.0,2,True,0,161,https://books.toscrape.com/catalogue/the-sense-of-an-ending_111/index.html
"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",the sandman vol 2 the doll s house the sandman volumes 2,Sequential Art,276dc716b1da8899,1,54.81,54.81,54.81,0.0,2,True,0,195,https://books.toscrape.com/catalogue/the-sandman-vol-2-the-dolls-house-the-sandman-volumes-2_110/index.html
The Course of Love,the course of love,Fiction,f3c76b53b239f511,3,16.78,16.78,16.78,0.0,2,True,0,292,https://books.toscrape.com/catalogue/the-course-of-love_109/index.html
Sugar Rush (Offensive Line #2),sugar rush offensive line 2,Sports and Games,ce42e3de94226b2b,1,24.42,24.42,24.42,0.0,2,True,0,275,https://books.toscrape.com/catalogue/sugar-rush-offensive-line-2_108/index.html
"Saga, Volume 2 (Saga (Collected Editions) #2)",saga volume 2 saga collected editions 2,Sequential Art,9189fd009df41d0e,3,11.75,11.75,11.75,0.0,2,True,0,138,https://books.toscrape.com/catalogue/saga-volume-2-saga-collected-editions-2_107/index.html
"Run, Spot, Run: The Ethics of Keeping Pets",run spot run the ethics of keeping pets,Philosophy,b0e479be03911916,1,20.02,20.02,20.02,0.0,2,True,0,336,https://books.toscrape.com/catalogue/run-spot-run-the-ethics-of-keeping-pets_106/index.html
